FID	OBJECTID	ADD_ID_HC	ANUMBER	ANUMBERSUF	ST_PRE_MOD	ST_PRE_DIR	ST_PRE_TYP	ST_NAME	ST_POS_TYP	ST_POS_DIR	ST_POS_MOD	SUB_AD_TYP	SUB_AD_ID	CONCAT_AD	MUNI_NAME	ZIP	ZIP4	LANDMARK_1	LANDMARK_2	FLR_LVL	ADD_TYPE	LONGITUDE	LATITUDE	PID	GlobalID
1734	220094	332726	1200	 	 	 	 	Nicollet	Mall	 	 	 	407	1200 Nicollet Mall 407	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130132	{65632AD6-319D-4C5C-8934-6EBE38E27E0C}
2719	335700	333015	1200	 	 	 	 	Nicollet	Mall	 	 	 	408	1200 Nicollet Mall 408	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130133	{36033463-E4D1-4C6E-A874-4AB2AA1F4188}
1706	216247	357874	1200	 	 	 	 	Nicollet	Mall	 	 	 	409	1200 Nicollet Mall 409	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130134	{FF3AD9C2-C9CD-44F4-8B15-7AE64E7B380C}
3381	414302	333180	1200	 	 	 	 	Nicollet	Mall	 	 	 	411	1200 Nicollet Mall 411	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130135	{666355F8-0A91-44AE-A0AE-06AA9FDB0F37}
2781	342071	314387	1200	 	 	 	 	Nicollet	Mall	 	 	 	412	1200 Nicollet Mall 412	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130136	{C0D29A1F-C02B-481D-9FCF-B05C909D61AD}
2972	363623	314799	1200	 	 	 	 	Nicollet	Mall	 	 	 	413	1200 Nicollet Mall 413	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130137	{5C1D659E-DD7F-452B-B750-DF7C56F803ED}
3002	367610	357340	1200	 	 	 	 	Nicollet	Mall	 	 	 	414	1200 Nicollet Mall 414	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130138	{20FC1513-C244-4484-887D-6FC6C0C9BAEB}
1993	248220	358246	1200	 	 	 	 	Nicollet	Mall	 	 	 	416	1200 Nicollet Mall 416	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130139	{45252E1D-9E95-4F60-8E2A-779DD453901E}
441	56132	9566	1200	 	 	 	 	Nicollet	Mall	 	 	 	418	1200 Nicollet Mall 418	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130140	{85C7A9D2-EBE5-4F05-AA9A-3B90C7068735}
478	60336	315494	1200	 	 	 	 	Nicollet	Mall	 	 	 	420	1200 Nicollet Mall 420	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130141	{9D4A6401-4E86-4A7C-A282-0513DF2FFCC2}
2740	338031	362914	1200	 	 	 	 	Nicollet	Mall	 	 	 	422	1200 Nicollet Mall 422	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130142	{B9E59144-3E27-4E0C-B1F4-ACE2CD48BE15}
2650	327218	11318	1200	 	 	 	 	Nicollet	Mall	 	 	 	501	1200 Nicollet Mall 501	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130143	{53049475-30DC-4BD0-9E25-3F2ABC8401A3}
245	32097	2960	1200	 	 	 	 	Nicollet	Mall	 	 	 	502	1200 Nicollet Mall 502	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130144	{49172F98-2E28-49D0-941B-04006D6D465F}
3407	417151	10029	1200	 	 	 	 	Nicollet	Mall	 	 	 	504	1200 Nicollet Mall 504	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130146	{36F292B9-7A3A-4F8F-ADEB-4D61BAC3C0BC}
2369	294214	308855	1200	 	 	 	 	Nicollet	Mall	 	 	 	506	1200 Nicollet Mall 506	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130148	{98ED64AD-FE67-4F12-8774-CFE9C5BE377E}
1108	144284	46624	1200	 	 	 	 	Nicollet	Mall	 	 	 	507	1200 Nicollet Mall 507	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130149	{F2A83DB8-ED28-425D-803D-62E40C71C3B5}
2050	255511	356130	1200	 	 	 	 	Nicollet	Mall	 	 	 	508	1200 Nicollet Mall 508	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130150	{2B2FCC14-3148-4562-AC5F-5CE09341A34D}
1724	218550	312010	1200	 	 	 	 	Nicollet	Mall	 	 	 	509	1200 Nicollet Mall 509	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130151	{CCB2E8D4-98D3-4F05-91F9-4CD6B016D466}
1347	171641	311375	1200	 	 	 	 	Nicollet	Mall	 	 	 	510	1200 Nicollet Mall 510	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130152	{4A9BA942-8E7B-440A-B9AD-1529E3B112CE}
1097	142846	356200	1200	 	 	 	 	Nicollet	Mall	 	 	 	511	1200 Nicollet Mall 511	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130153	{FEEAC1B9-9697-4787-9CB4-3BD4E57CC386}
3176	388438	228233	1200	 	 	 	 	Nicollet	Mall	 	 	 	512	1200 Nicollet Mall 512	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130154	{96ACBD50-32FC-4ED9-8E36-B6DB69B1C219}
2423	300239	312630	1200	 	 	 	 	Nicollet	Mall	 	 	 	513	1200 Nicollet Mall 513	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130155	{8229D5F9-C01B-491B-9CCE-9686AD6C1EBF}
2466	304926	322237	1200	 	 	 	 	Nicollet	Mall	 	 	 	514	1200 Nicollet Mall 514	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130156	{7C35DB11-99A5-442E-8744-F54641D8560E}
215	28491	309378	1200	 	 	 	 	Nicollet	Mall	 	 	 	516	1200 Nicollet Mall 516	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130157	{038F818E-B1A2-41B1-B8AB-32A0C846ACD6}
2762	340118	171744	1200	 	 	 	 	Nicollet	Mall	 	 	 	518	1200 Nicollet Mall 518	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130158	{A4F9DEE9-21C1-4703-945B-645CFD580B04}
2783	342191	311627	1200	 	 	 	 	Nicollet	Mall	 	 	 	520	1200 Nicollet Mall 520	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130159	{5AE169DC-67C2-41FE-B834-C4B6FF60584B}
3764	461269	170271	1200	 	 	 	 	Nicollet	Mall	 	 	 	522	1200 Nicollet Mall 522	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130160	{DB555E84-990D-4508-9964-DFBD9672706E}
3029	370731	179749	1200	 	 	 	 	Nicollet	Mall	 	 	 	601	1200 Nicollet Mall 601	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130161	{9DEB8395-4416-43F5-AE1B-4EA970779929}
863	113588	309901	1200	 	 	 	 	Nicollet	Mall	 	 	 	602	1200 Nicollet Mall 602	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130162	{6F3F6FF4-A7E5-4600-98FE-BAF78BA0985B}
1149	148321	358690	1200	 	 	 	 	Nicollet	Mall	 	 	 	603	1200 Nicollet Mall 603	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130163	{B75E71DD-B4AD-4A8A-B8CD-E66C1729AB61}
1449	183415	312742	1200	 	 	 	 	Nicollet	Mall	 	 	 	606	1200 Nicollet Mall 606	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130164	{F0CC36D6-9256-4A0E-B0C2-7A29E1681EF0}
1685	214067	357341	1200	 	 	 	 	Nicollet	Mall	 	 	 	607	1200 Nicollet Mall 607	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130165	{A8F7D65A-FAC8-4289-8E96-359EA3690F5C}
1720	218398	311939	1200	 	 	 	 	Nicollet	Mall	 	 	 	608	1200 Nicollet Mall 608	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130166	{911DEBE1-2536-40B9-B9D4-EEDA23552A6C}
69	8465	356967	1200	 	 	 	 	Nicollet	Mall	 	 	 	609	1200 Nicollet Mall 609	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130167	{FD04D89D-471D-4687-9466-55CB2A989539}
2534	312735	312836	1200	 	 	 	 	Nicollet	Mall	 	 	 	610	1200 Nicollet Mall 610	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130168	{F377EBBC-7DF8-43B6-A099-FC1B28BF8141}
2517	311440	357882	1200	 	 	 	 	Nicollet	Mall	 	 	 	613	1200 Nicollet Mall 613	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130169	{17BDA368-2E81-4FCC-B018-7C9199E390C5}
741	96157	312462	1200	 	 	 	 	Nicollet	Mall	 	 	 	614	1200 Nicollet Mall 614	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130170	{59CC9E54-E95F-4B78-B104-B1BB4E1047EE}
345	43727	2831	1200	 	 	 	 	Nicollet	Mall	 	 	 	616	1200 Nicollet Mall 616	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130171	{F79D246F-BD43-4A1F-A520-9C3F0B91A085}
969	127467	322171	1200	 	 	 	 	Nicollet	Mall	 	 	 	618	1200 Nicollet Mall 618	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130172	{3A881791-FA96-48BC-BCBC-35F2A67A2C4B}
3683	452246	312367	1200	 	 	 	 	Nicollet	Mall	 	 	 	620	1200 Nicollet Mall 620	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130173	{1C673B17-14D9-4417-998E-E7919ABA7399}
1484	188776	361421	1200	 	 	 	 	Nicollet	Mall	 	 	 	622	1200 Nicollet Mall 622	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130174	{E9D1BF4E-4A70-4AFF-8CE8-DFD59B1F8350}
261	34483	15490	1200	 	 	 	 	Nicollet	Mall	 	 	 	701	1200 Nicollet Mall 701	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130175	{940CBC31-4329-4583-B7B5-AE892FCCE10C}
3170	387765	357934	1200	 	 	 	 	Nicollet	Mall	 	 	 	702	1200 Nicollet Mall 702	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130176	{D34AEFBB-074C-4F9D-AD46-C116E3CCCD9A}
1459	184524	10701	1200	 	 	 	 	Nicollet	Mall	 	 	 	703	1200 Nicollet Mall 703	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130177	{F2AA6899-09CE-46BB-9DF8-B167E58D35AB}
2573	317483	315749	1200	 	 	 	 	Nicollet	Mall	 	 	 	705	1200 Nicollet Mall 705	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130178	{91DB37A9-341A-4B31-A3F8-312E8005C399}
3737	457950	308957	1200	 	 	 	 	Nicollet	Mall	 	 	 	706	1200 Nicollet Mall 706	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130179	{CE43EE3A-7229-4970-8951-066E1B80A648}
503	63579	10481	1200	 	 	 	 	Nicollet	Mall	 	 	 	707	1200 Nicollet Mall 707	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130180	{9A8CD47A-BED8-4905-A0A3-652D61E27AF8}
1677	213036	308898	1200	 	 	 	 	Nicollet	Mall	 	 	 	708	1200 Nicollet Mall 708	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130181	{7ECF87AD-CD4A-4E62-9A7E-B53521ED6242}
1044	134601	6096	1200	 	 	 	 	Nicollet	Mall	 	 	 	709	1200 Nicollet Mall 709	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130182	{6EC45817-C554-45F4-8990-39CB300BCFEB}
2680	331384	357167	1200	 	 	 	 	Nicollet	Mall	 	 	 	710	1200 Nicollet Mall 710	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130183	{94F170D8-127C-482F-889E-2CC96DAC11B4}
2479	306718	357137	1200	 	 	 	 	Nicollet	Mall	 	 	 	711	1200 Nicollet Mall 711	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130184	{9804704D-6F6E-4802-8005-9E32E07AD502}
1037	133979	357857	1200	 	 	 	 	Nicollet	Mall	 	 	 	712	1200 Nicollet Mall 712	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130185	{B40C247E-2519-44BD-B011-2BBD830AA240}
2509	310356	1088	1200	 	 	 	 	Nicollet	Mall	 	 	 	714	1200 Nicollet Mall 714	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130186	{2015BEFB-76DA-4ADE-ADC2-B0D8A61B15C8}
2948	361035	312437	1200	 	 	 	 	Nicollet	Mall	 	 	 	716	1200 Nicollet Mall 716	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130187	{16533DA3-5F0A-4F12-977E-784E04D9D043}
2646	326914	308982	1200	 	 	 	 	Nicollet	Mall	 	 	 	718	1200 Nicollet Mall 718	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130188	{E66A91C0-A257-4EC0-9294-E95A6F46DB98}
1313	167818	5195	1200	 	 	 	 	Nicollet	Mall	 	 	 	720	1200 Nicollet Mall 720	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130189	{3BA65565-8BC5-4DFE-B72E-43385B8D3464}
2405	297844	308590	1200	 	 	 	 	Nicollet	Mall	 	 	 	722	1200 Nicollet Mall 722	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130190	{C25C90B2-AE57-4F1E-B577-3A1E9D64D5D7}
3456	424426	44822	1200	 	 	 	 	Nicollet	Mall	 	 	 	801	1200 Nicollet Mall 801	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130191	{707C045F-9EE6-4EC4-A2C7-47604FE46998}
2175	269318	312851	1200	 	 	 	 	Nicollet	Mall	 	 	 	802	1200 Nicollet Mall 802	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130192	{A9AC57FD-094A-4064-998C-D5CCFE46E0D4}
1651	209117	12494	1200	 	 	 	 	Nicollet	Mall	 	 	 	804	1200 Nicollet Mall 804	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130193	{E173345A-CDD2-42FD-8708-DA1B484AC635}
1791	226551	10053	1200	 	 	 	 	Nicollet	Mall	 	 	 	805	1200 Nicollet Mall 805	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130194	{72D97D70-6CC8-4978-8318-1AC5A4F1278D}
1562	197774	312074	1200	 	 	 	 	Nicollet	Mall	 	 	 	806	1200 Nicollet Mall 806	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130195	{DDD0EC13-CFA6-4409-BA6B-F70B8BCB1C8E}
2234	276639	170544	1200	 	 	 	 	Nicollet	Mall	 	 	 	807	1200 Nicollet Mall 807	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130196	{3C4CD2AF-8E60-4FDC-ACF6-6661034624DC}
975	127949	314804	1200	 	 	 	 	Nicollet	Mall	 	 	 	808	1200 Nicollet Mall 808	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130197	{4ED98196-D6BC-4ABC-BE9A-860A198BA5E0}
3102	380359	176811	1200	 	 	 	 	Nicollet	Mall	 	 	 	809	1200 Nicollet Mall 809	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130198	{634BB600-E66E-435C-8377-663358168F6B}
739	96121	44812	1200	 	 	 	 	Nicollet	Mall	 	 	 	811	1200 Nicollet Mall 811	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130199	{C764E308-ED4F-42AE-8F8C-6570E253282B}
3530	432463	311217	1200	 	 	 	 	Nicollet	Mall	 	 	 	812	1200 Nicollet Mall 812	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130200	{9C6ED7E1-43D0-41FE-B7CC-6D6EDDF5265D}
50	6181	312059	1200	 	 	 	 	Nicollet	Mall	 	 	 	813	1200 Nicollet Mall 813	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130201	{56AFF08B-B13E-43C2-A969-1EECFC70C8A2}
3854	471387	313977	1200	 	 	 	 	Nicollet	Mall	 	 	 	814	1200 Nicollet Mall 814	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130202	{85EBE87B-AA39-4143-97BE-93B9A11F0CAF}
2262	280341	422114	1200	 	 	 	 	Nicollet	Mall	 	 	 	901	1200 Nicollet Mall 901	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130203	{D62F1270-311F-4D9F-8B2A-F9DB95C25D1F}
205	27406	358247	1200	 	 	 	 	Nicollet	Mall	 	 	 	906	1200 Nicollet Mall 906	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130206	{FE602866-F991-43B6-A2D3-BE849F3297D0}
1754	222293	312527	1200	 	 	 	 	Nicollet	Mall	 	 	 	907	1200 Nicollet Mall 907	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130207	{21571804-FDF8-481F-AEF4-BB639B038B7F}
3922	477890	177457	1200	 	 	 	 	Nicollet	Mall	 	 	 	908	1200 Nicollet Mall 908	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130208	{4F7472D0-A300-48A5-BD51-E6E57E2C86A9}
2840	348680	171435	1200	 	 	 	 	Nicollet	Mall	 	 	 	909	1200 Nicollet Mall 909	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130209	{3C4F9830-AEC9-4E16-BCBA-39AF2F1F8BD0}
903	119743	312662	1200	 	 	 	 	Nicollet	Mall	 	 	 	910	1200 Nicollet Mall 910	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130210	{19C72DA7-4AED-46FC-8052-1AF1471330CB}
2061	256215	313185	1200	 	 	 	 	Nicollet	Mall	 	 	 	911	1200 Nicollet Mall 911	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130211	{026C8BF2-9DA7-4F2A-ACB6-4DD0C40A0B0F}
2392	296792	13756	1200	 	 	 	 	Nicollet	Mall	 	 	 	913	1200 Nicollet Mall 913	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130212	{8561EFA0-CB2B-4710-ACE6-41F9475418D3}
3095	380078	333788	1200	 	 	 	 	Nicollet	Mall	 	 	 	914	1200 Nicollet Mall 914	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130213	{3542474C-5140-4E45-A5EA-4F7C9235904B}
3178	388950	426997	1130	 	 	 	 	Nicollet	Mall	 	 	 	 	1130 Nicollet Mall	Minneapolis	55403	 	 	 	0	Centroid	-93.27669884	44.97254241	2702924130219	{CCE0CDC1-1E06-4890-BEF3-B0931C3BEA9D}
3094	379932	306330	1333	 	 	 	 	Nicollet	Mall	 	 	 	 	1333 Nicollet Mall	Minneapolis	55403	 	 	 	0	Centroid	-93.27754586	44.97009797	2702924130220	{F4D3357C-DA3F-47C4-AFA9-D5E800096CF6}
100	12354	443567	1017	 	 	 	 	Nicollet	Mall	 	 	 	 	1017 Nicollet Mall	Minneapolis	55403	 	 	 	0	Centroid	-93.27463652	44.9729814	2702924130223	{6436181C-6B47-4893-AB73-CAFD9073A391}
648	82780	334015	1031	 	 	 	 	Nicollet	Mall	 	 	 	 	1031 Nicollet Mall	Minneapolis	55403	 	 	 	0	Centroid	-93.27463652	44.9729814	2702924130223	{5ECB7212-DAF7-4000-89BA-8E234677D5F6}
1675	213005	295704	1027	 	 	 	 	Nicollet	Mall	 	 	 	 	1027 Nicollet Mall	Minneapolis	55403	 	 	 	0	Centroid	-93.27463652	44.9729814	2702924130223	{92CB8B20-AF8B-4325-9FF7-1F79C4BF2EC2}
2006	250335	317705	1025	 	 	 	 	Nicollet	Mall	 	 	 	 	1025 Nicollet Mall	Minneapolis	55403	 	 	 	0	Centroid	-93.27463652	44.9729814	2702924130223	{805AC924-064D-4790-AB42-8FF34C020E39}
2019	251762	317457	1023	 	 	 	 	Nicollet	Mall	 	 	 	 	1023 Nicollet Mall	Minneapolis	55403	 	 	 	0	Centroid	-93.27463652	44.9729814	2702924130223	{74C01B43-6633-4411-BFD3-09148CF37311}
2385	296207	334122	1019	 	 	 	 	Nicollet	Mall	 	 	 	 	1019 Nicollet Mall	Minneapolis	55403	 	 	 	0	Centroid	-93.27463652	44.9729814	2702924130223	{D731BD52-D1EF-4126-BF0C-34CC3F9F9EB2}
2553	315775	310375	1021	 	 	 	 	Nicollet	Mall	 	 	 	 	1021 Nicollet Mall	Minneapolis	55403	 	 	 	0	Centroid	-93.27463652	44.9729814	2702924130223	{6766F3B7-0B01-48C7-9DDB-F6CCB7AF4E40}
3357	411135	311064	92	 	 	 	 	11th	Street	South	 	 	 	92 11th Street South	Minneapolis	55403	 	 	 	0	Centroid	-93.27463652	44.9729814	2702924130223	{D9BECDA2-F5E6-4561-BDFF-037D0903A6E0}
3653	447364	317356	1029	 	 	 	 	Nicollet	Mall	 	 	 	 	1029 Nicollet Mall	Minneapolis	55403	 	 	 	0	Centroid	-93.27463652	44.9729814	2702924130223	{BC30D688-ABC8-457C-BE97-C7B61BA36CA6}
3779	462283	320631	90	 	 	 	 	11th	Street	South	 	 	 	90 11th Street South	Minneapolis	55403	 	 	 	0	Centroid	-93.27463652	44.9729814	2702924130223	{43980558-ED60-486C-ABF0-430901406812}
2434	301703	428428	1117	 	 	 	 	Marquette	Avenue	 	 	 	 	1117 Marquette Avenue	Minneapolis	55403	 	 	 	0	Centroid	-93.2742831	44.97154557	2702924130224	{2270C3FC-13AB-4213-834E-952489D19AAC}
2028	252534	291197	1121	 	 	 	 	Marquette	Avenue	 	 	 	 	1121 Marquette Avenue	Minneapolis	55403	 	 	 	0	Centroid	-93.2742831	44.97154557	2702924130224	{1EC73723-C2AC-446B-8B3F-EC3BDA622866}
2033	253160	310509	1119	 	 	 	 	Marquette	Avenue	 	 	 	 	1119 Marquette Avenue	Minneapolis	55403	 	 	 	0	Centroid	-93.2742831	44.97154557	2702924130224	{F93058C8-2C7C-427F-B213-D906C18FAADC}
2522	311692	291130	1123	 	 	 	 	Marquette	Avenue	 	 	 	 	1123 Marquette Avenue	Minneapolis	55403	 	 	 	0	Centroid	-93.2742831	44.97154557	2702924130224	{9C6478BD-D685-40B8-84CB-92FA9BB79939}
3116	382003	326122	1125	 	 	 	 	Marquette	Avenue	 	 	 	 	1125 Marquette Avenue	Minneapolis	55403	 	 	 	0	Centroid	-93.2742831	44.97154557	2702924130224	{D35A1586-195D-4716-AD41-1332DF99C4A2}
2110	261435	447742	1200	 	 	 	 	Marquette	Avenue	 	 	 	 	1200 Marquette Avenue	Minneapolis	55403	 	 	 	0	Centroid	-93.27588184	44.97144354	2702924130266	{FB83420A-03B0-4AAA-A7F2-EDC367B83390}
3875	472738	294811	1214	 	 	 	 	Marquette	Avenue	 	 	 	 	1214 Marquette Avenue	Minneapolis	55403	 	 	 	0	Centroid	-93.27588184	44.97144354	2702924130266	{0EFEBEE0-B737-4F50-A14C-B680F46369F6}
3565	437296	407781	1200	 	 	 	 	2nd	Avenue	South	 	 	 	1200 2nd Avenue South	Minneapolis	55403	 	 	 	0	Centroid	-93.27399782	44.97081518	2702924130267	{ADA9B8F1-1A14-4EBF-95C6-5667C248B71E}
1213	157065	445168	1201	 	 	 	 	Marquette	Avenue	 	 	 	 	1201 Marquette Avenue	Minneapolis	55403	 	 	 	0	Centroid	-93.27488167	44.97110417	2702924130270	{2D149A7E-ABE0-413E-9170-CE06055C8D68}
1248	160473	445866	1219	 	 	 	 	Marquette	Avenue	 	 	 	 	1219 Marquette Avenue	Minneapolis	55403	 	 	 	0	Centroid	-93.27526569	44.97069398	2702924130271	{C73A6A69-AC39-40C0-8B31-72CF23BD2D0A}
549	70808	313937	1200	 	 	 	 	Nicollet	Mall	 	 	 	902	1200 Nicollet Mall 902	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130274	{BAB37AEE-0570-47A4-BD0E-653C16CD90FF}
1386	176315	316497	1221	1/2	 	 	 	Nicollet	Mall	 	 	 	 	1221 1/2 Nicollet Mall	Minneapolis	55403	 	 	 	0	Centroid	-93.27621283	44.97116542	2702924130275	{28360A60-0F80-42A1-8738-DBAA51AC75EF}
2240	277857	313084	1221	 	 	 	 	Nicollet	Mall	 	 	 	 	1221 Nicollet Mall	Minneapolis	55403	 	 	 	0	Centroid	-93.27621283	44.97116542	2702924130276	{D4DE13B9-D8BE-45DF-9F56-6848BB2E8BA9}
1849	232392	358145	1001	 	 	 	 	Marquette	Avenue	 	 	 	 	1001 Marquette Avenue	Minneapolis	55403	 	 	 	0	Centroid	-93.2727483	44.97246656	2702924130278	{3B145640-DE3B-448F-9347-5CE5AFCEE496}
1466	185505	6097	101	 	 	 	 	10th	Street	South	 	 	 	101 10th Street South	Minneapolis	55403	 	 	 	0	Centroid	-93.2727483	44.97246656	2702924130279	{570F4CDD-8E3B-48EF-8D3C-E5573CFB6CF9}
1520	193320	315115	1200	 	 	 	 	Nicollet	Mall	 	 	 	201	1200 Nicollet Mall 201	Minneapolis	55403	 	 	 	0	Centroid	-93.2775	44.9722	2702924130280	{C23840B2-FDD2-466A-8AE5-348F0F8AB6F9}
2355	292927	448612	117	 	 	 	 	12th	Street	South	 	 	 	117 12th Street South	Minneapolis	55403	 	 	 	0	Centroid	-93.27463185	44.97061632	2702924130281	{58778E09-7C37-4BD2-A979-D7623D0A0D2C}
3581	438473	314086	1200	 	 	 	 	Nicollet	Mall	 	 	 	C3	1200 Nicollet Mall C3	Minneapolis	55403	 	 	 	0	Centroid	-93.2768	44.9719	2702924130283	{4A66CBAD-32E7-4562-A63C-1A73E5C65B34}
611	77628	431749	1200	 	 	 	 	Nicollet	Mall	 	 	 	304	1200 Nicollet Mall 304	Minneapolis	55403	 	 	 	0	Centroid	-93.2774995	44.97216684	2702924130286	{AA81D84F-FC4B-484C-91B4-EB555CB2FE1B}
2546	314930	416030	73	 	 	 	 	11th	Street	South	 	 	 	73 11th Street South	Minneapolis	55403	 	 	 	0	Centroid	-93.27637853	44.97292496	2702924130287	{6EDAAA32-1472-4897-80A9-4E8AF98E09B1}
254	33387	297636	1104	 	 	 	 	Nicollet	Mall	 	 	 	 	1104 Nicollet Mall	Minneapolis	55403	 	 	 	0	Centroid	-93.27605867	44.97280726	2702924130288	{8364AD22-BA17-41F8-8206-0AE0816E2C8D}
